"CustomerID","TypeOfService","SeviceDetails"
"Cust4640","InternetServiceCategory","DSL"
"Cust5469","StreamingTelevision","No"
"Cust4612","OnlineSecurity","No"
"Cust2124","OnlineSecurity","No"
"Cust3468","StreamingTelevision","Yes"
"Cust2444","MultipleLines","Yes"
"Cust1419","StreamingMovies","Yes"
"Cust1444","OnlineSecurity","Yes"
"Cust4697","TechnicalSupport","No"
"Cust3206","OnlineBackup","Yes"
"Cust3962","StreamingTelevision","No"
"Cust4748","StreamingTelevision","Yes"
"Cust5231","HasPhoneService","1"
"Cust4949","OnlineSecurity","No"
"Cust2449","StreamingMovies","Yes"
"Cust6254","TechnicalSupport","No"
"Cust5033","DeviceProtection","Yes"
"Cust1356","OnlineBackup","No"
"Cust3898","InternetServiceCategory","Fiber optic"
"Cust6425","TechnicalSupport","Yes"
"Cust6410","TechnicalSupport","No"
"Cust6296","MultipleLines","No"
"Cust1458","StreamingTelevision","No internet service"
"Cust3619","InternetServiceCategory","DSL"
"Cust3533","StreamingTelevision","No"
"Cust2970","OnlineBackup","Yes"
"Cust3049","OnlineSecurity","No internet service"
"Cust4105","InternetServiceCategory","DSL"
"Cust5973","TechnicalSupport","No"
"Cust5865","HasPhoneService","1"
"Cust2649","OnlineSecurity","No internet service"
"Cust3048","OnlineBackup","No internet service"
"Cust2861","OnlineSecurity","Yes"
"Cust5586","OnlineSecurity","No"
"Cust6317","HasPhoneService","1"
"Cust5118","DeviceProtection","No"
"Cust4644","DeviceProtection","No"
"Cust5333","DeviceProtection","Yes"
"Cust6352","OnlineSecurity","No"
"Cust2463","TechnicalSupport","Yes"
"Cust4567","StreamingMovies","Yes"
"Cust3109","DeviceProtection","No"
"Cust4255","OnlineSecurity","No"
"Cust5142","MultipleLines","Yes"
"Cust1572","InternetServiceCategory","Fiber optic"
"Cust1858","HasPhoneService","0"
"Cust5411","DeviceProtection","No internet service"
"Cust2590","OnlineBackup","Yes"
"Cust3158","HasPhoneService","0"
"Cust6131","DeviceProtection","No"
"Cust5440","MultipleLines","No"
"Cust5297","MultipleLines","Yes"
"Cust5066","HasPhoneService","1"
"Cust3639","DeviceProtection","No"
"Cust3984","DeviceProtection","Yes"
"Cust2376","StreamingTelevision","No"
"Cust4470","HasPhoneService","1"
"Cust5757","OnlineSecurity","No internet service"
"Cust4120","HasPhoneService","1"
"Cust4325","StreamingTelevision","No"
"Cust1869","StreamingMovies","Yes"
"Cust3202","InternetServiceCategory","DSL"
"Cust6030","OnlineSecurity","No"
"Cust5308","StreamingTelevision","No"
"Cust3406","StreamingTelevision","No"
"Cust3606","OnlineBackup","Yes"
"Cust5902","HasPhoneService","1"
"Cust4091","MultipleLines","No"
"Cust1798","TechnicalSupport","Yes"
"Cust5837","MultipleLines","No"
"Cust5877","MultipleLines","Yes"
"Cust2486","OnlineSecurity","No internet service"
"Cust6121","OnlineSecurity","No"
"Cust4528","OnlineBackup","No"
"Cust3219","DeviceProtection","No"
"Cust6037","HasPhoneService","1"
"Cust6479","InternetServiceCategory","DSL"
"Cust4060","OnlineSecurity","No"
"Cust4569","DeviceProtection","No"
"Cust4637","TechnicalSupport","Yes"
"Cust1852","StreamingMovies","No"
"Cust1946","HasPhoneService","1"
"Cust1533","InternetServiceCategory","DSL"
"Cust5849","TechnicalSupport","No"
"Cust5609","MultipleLines","Yes"
"Cust4309","OnlineSecurity","No"
"Cust1813","TechnicalSupport","No"
"Cust5176","InternetServiceCategory","Fiber optic"
"Cust6359","InternetServiceCategory","Fiber optic"
"Cust2412","OnlineBackup","No"
"Cust3497","OnlineSecurity","Yes"
"Cust4548","StreamingMovies","No"
"Cust3794","TechnicalSupport","No internet service"
"Cust3814","HasPhoneService","1"
"Cust4969","HasPhoneService","1"
"Cust4170","DeviceProtection","No"
"Cust4772","OnlineSecurity","Yes"
"Cust3587","HasPhoneService","1"
"Cust3212","HasPhoneService","1"
"Cust5355","MultipleLines","No"
"Cust2763","OnlineBackup","Yes"
"Cust4658","DeviceProtection","No internet service"
"Cust5502","StreamingMovies","Yes"
"Cust5562","DeviceProtection","Yes"
"Cust5827","StreamingTelevision","No internet service"
"Cust4716","HasPhoneService","1"
"Cust1941","DeviceProtection","No"
"Cust4989","InternetServiceCategory","DSL"
"Cust1771","MultipleLines","Yes"
"Cust5215","OnlineBackup","No"
"Cust2188","MultipleLines","Yes"
"Cust5560","StreamingMovies","No"
"Cust2016","OnlineSecurity","Yes"
"Cust1508","HasPhoneService","0"
"Cust4385","MultipleLines","Yes"
"Cust4029","HasPhoneService","1"
"Cust6373","OnlineBackup","No"
"Cust5899","InternetServiceCategory","DSL"
"Cust3012","InternetServiceCategory","Fiber optic"
"Cust1538","DeviceProtection","No"
"Cust5761","HasPhoneService","0"
"Cust4150","StreamingMovies","Yes"
"Cust3089","MultipleLines","Yes"
"Cust2909","OnlineBackup","No internet service"
"Cust5007","MultipleLines","No"
"Cust4275","OnlineBackup","Yes"
"Cust4845","HasPhoneService","1"
"Cust4749","TechnicalSupport","No internet service"
"Cust1598","OnlineBackup","No internet service"
"Cust3850","StreamingTelevision","No"
"Cust5075","DeviceProtection","Yes"
"Cust6126","StreamingTelevision","No"
"Cust2848","OnlineSecurity","Yes"
"Cust4480","OnlineBackup","No"
"Cust4994","OnlineSecurity","No internet service"
"Cust5606","HasPhoneService","1"
"Cust4997","HasPhoneService","1"
"Cust2973","InternetServiceCategory","DSL"
"Cust4645","TechnicalSupport","Yes"
"Cust2583","MultipleLines","No phone service"
"Cust2818","StreamingTelevision","No"
"Cust6002","TechnicalSupport","No"
"Cust4305","OnlineBackup","No"
"Cust4537","DeviceProtection","Yes"
"Cust4821","DeviceProtection","Yes"
"Cust6254","HasPhoneService","1"
"Cust2612","TechnicalSupport","Yes"
"Cust6249","OnlineSecurity","No"
"Cust4897","TechnicalSupport","No internet service"
"Cust1614","TechnicalSupport","No"
"Cust5409","HasPhoneService","0"
"Cust1605","HasPhoneService","1"
"Cust5131","InternetServiceCategory","DSL"
"Cust4203","HasPhoneService","1"
"Cust3187","StreamingMovies","Yes"
"Cust3137","MultipleLines","Yes"
"Cust4748","TechnicalSupport","Yes"
"Cust3456","DeviceProtection","No internet service"
"Cust1807","OnlineSecurity","Yes"
"Cust5468","HasPhoneService","1"
"Cust1459","DeviceProtection","No"
"Cust1779","TechnicalSupport","No internet service"
"Cust4162","InternetServiceCategory","Fiber optic"
"Cust4912","HasPhoneService","1"
"Cust4624","StreamingTelevision","No"
"Cust4987","TechnicalSupport","Yes"
"Cust3625","OnlineBackup","No internet service"
"Cust3425","MultipleLines","Yes"
"Cust4509","HasPhoneService","0"
"Cust5760","MultipleLines","Yes"
"Cust4530","HasPhoneService","1"
"Cust3833","DeviceProtection","No"
"Cust1690","TechnicalSupport","No"
"Cust4333","TechnicalSupport","Yes"
"Cust4256","DeviceProtection","Yes"
"Cust5564","StreamingTelevision","No internet service"
"Cust5193","TechnicalSupport","No internet service"
"Cust5576","TechnicalSupport","No"
"Cust5391","TechnicalSupport","Yes"
"Cust1596","DeviceProtection","No"
"Cust1863","StreamingMovies","No"
"Cust2567","StreamingTelevision","No internet service"
"Cust2560","HasPhoneService","1"
"Cust6318","DeviceProtection","No"
"Cust5935","StreamingMovies","No"
"Cust6316","OnlineBackup","No internet service"
"Cust3332","HasPhoneService","1"
"Cust3702","OnlineBackup","Yes"
"Cust4180","InternetServiceCategory","Fiber optic"
"Cust2140","DeviceProtection","Yes"
"Cust5584","StreamingTelevision","No"
"Cust6054","HasPhoneService","1"
"Cust3655","OnlineBackup","No"
"Cust1321","OnlineBackup","No"
"Cust2369","OnlineSecurity","No"
"Cust2632","DeviceProtection","Yes"
"Cust4799","DeviceProtection","No"
"Cust4373","OnlineBackup","No"
"Cust1575","HasPhoneService","1"
"Cust2045","HasPhoneService","1"
"Cust2534","OnlineBackup","No"
"Cust5781","HasPhoneService","1"
"Cust2063","OnlineBackup","Yes"
"Cust2176","InternetServiceCategory","No"
"Cust5297","DeviceProtection","No"
"Cust2853","HasPhoneService","1"
"Cust2337","DeviceProtection","Yes"
"Cust2162","DeviceProtection","Yes"
"Cust4814","MultipleLines","No"
"Cust3364","MultipleLines","Yes"
"Cust2819","DeviceProtection","Yes"
"Cust4606","OnlineBackup","Yes"
"Cust2341","DeviceProtection","No"
"Cust4038","DeviceProtection","No"
"Cust4524","InternetServiceCategory","Fiber optic"
"Cust2929","StreamingTelevision","No"
"Cust4683","StreamingMovies","No"
"Cust3117","MultipleLines","No"
"Cust4776","MultipleLines","Yes"
"Cust5091","OnlineSecurity","No"
"Cust4472","DeviceProtection","Yes"
"Cust5172","InternetServiceCategory","DSL"
"Cust2297","HasPhoneService","1"
"Cust1560","OnlineBackup","No"
"Cust5070","MultipleLines","No phone service"
"Cust3363","InternetServiceCategory","Fiber optic"
"Cust2613","StreamingTelevision","No"
"Cust2292","DeviceProtection","No internet service"
"Cust5402","MultipleLines","No"
"Cust3976","HasPhoneService","1"
"Cust6427","HasPhoneService","1"
"Cust4250","OnlineSecurity","No"
"Cust3132","StreamingTelevision","No"
"Cust3103","StreamingMovies","No"
"Cust2126","StreamingTelevision","No"
"Cust3888","DeviceProtection","No"
"Cust3788","OnlineBackup","Yes"
"Cust3066","TechnicalSupport","No"
"Cust4199","StreamingMovies","Yes"
"Cust2069","HasPhoneService","1"
"Cust5245","OnlineSecurity","No internet service"
"Cust5213","InternetServiceCategory","Fiber optic"
"Cust4009","HasPhoneService","1"
"Cust3366","TechnicalSupport","No internet service"
"Cust3581","MultipleLines","Yes"
"Cust2767","MultipleLines","Yes"
"Cust1207","HasPhoneService","1"
"Cust4044","DeviceProtection","No"
"Cust1383","MultipleLines","No"
"Cust2770","InternetServiceCategory","No"
"Cust3675","MultipleLines","No"
"Cust1794","StreamingTelevision","Yes"
"Cust5429","OnlineSecurity","Yes"
"Cust4932","StreamingTelevision","No"
"Cust3955","OnlineSecurity","Yes"
"Cust6404","OnlineBackup","Yes"
"Cust5553","TechnicalSupport","No"
"Cust4582","OnlineSecurity","No"
"Cust1702","DeviceProtection","No internet service"
"Cust3964","HasPhoneService","1"
"Cust5751","StreamingTelevision","Yes"
"Cust5732","TechnicalSupport","No internet service"
"Cust4328","OnlineSecurity","No internet service"
"Cust4514","OnlineSecurity","Yes"
"Cust3474","StreamingMovies","No internet service"
"Cust4708","DeviceProtection","Yes"
"Cust5958","StreamingMovies","Yes"
"Cust3709","StreamingMovies","No"
"Cust5345","HasPhoneService","1"
"Cust1218","HasPhoneService","1"
"Cust5466","StreamingTelevision","No"
"Cust1634","MultipleLines","Yes"
"Cust2673","OnlineSecurity","No"
"Cust5873","InternetServiceCategory","DSL"
"Cust2162","TechnicalSupport","Yes"
"Cust4100","StreamingTelevision","No"
"Cust4991","OnlineBackup","Yes"
"Cust1961","MultipleLines","Yes"
"Cust5658","DeviceProtection","No"
"Cust6078","InternetServiceCategory","No"
"Cust4527","DeviceProtection","Yes"
"Cust4705","HasPhoneService","1"
"Cust2866","MultipleLines","No"
"Cust1416","OnlineBackup","No"
"Cust6389","TechnicalSupport","Yes"
"Cust4412","DeviceProtection","No"
"Cust3159","OnlineSecurity","No"
"Cust6281","OnlineSecurity","No"
"Cust5112","TechnicalSupport","No internet service"
"Cust4084","TechnicalSupport","No"
"Cust2615","InternetServiceCategory","DSL"
"Cust1444","MultipleLines","Yes"
"Cust2307","InternetServiceCategory","Fiber optic"
"Cust5627","MultipleLines","No"
"Cust2292","OnlineBackup","No internet service"
"Cust3089","DeviceProtection","Yes"
"Cust2457","StreamingMovies","No"
"Cust3298","InternetServiceCategory","No"
"Cust2510","HasPhoneService","1"
"Cust5313","TechnicalSupport","Yes"
"Cust6110","HasPhoneService","1"
"Cust4533","DeviceProtection","Yes"
"Cust3332","OnlineSecurity","No"
"Cust2656","HasPhoneService","1"
"Cust3300","StreamingTelevision","No internet service"
"Cust6320","StreamingMovies","Yes"
"Cust3702","DeviceProtection","Yes"
"Cust3572","DeviceProtection","No"
"Cust6445","TechnicalSupport","No internet service"
"Cust3900","StreamingTelevision","No internet service"
"Cust5952","MultipleLines","No"
"Cust2636","OnlineBackup","No"
"Cust4425","MultipleLines","No"
"Cust2612","InternetServiceCategory","Fiber optic"
"Cust1244","StreamingTelevision","No"
"Cust3954","HasPhoneService","1"
"Cust1537","OnlineBackup","Yes"
"Cust4209","StreamingTelevision","No"
"Cust2009","OnlineBackup","Yes"
"Cust6174","OnlineBackup","Yes"
"Cust3900","InternetServiceCategory","No"
"Cust4730","StreamingMovies","Yes"
"Cust1771","StreamingMovies","Yes"
"Cust6190","StreamingTelevision","Yes"
"Cust4479","StreamingMovies","No"
"Cust6062","OnlineBackup","No internet service"
"Cust3129","InternetServiceCategory","Fiber optic"
"Cust2869","HasPhoneService","1"
"Cust5717","StreamingTelevision","No"
"Cust6361","MultipleLines","No"
"Cust5120","HasPhoneService","1"
"Cust3183","DeviceProtection","No"
"Cust4768","StreamingTelevision","Yes"
"Cust2001","InternetServiceCategory","DSL"
"Cust3325","HasPhoneService","0"
"Cust3155","StreamingMovies","Yes"
"Cust3889","HasPhoneService","0"
"Cust2110","StreamingMovies","Yes"
"Cust5098","OnlineSecurity","No internet service"
"Cust2675","InternetServiceCategory","No"
"Cust3282","DeviceProtection","No internet service"
"Cust2614","TechnicalSupport","No internet service"
"Cust1558","StreamingMovies","Yes"
"Cust3834","OnlineBackup","No internet service"
"Cust5683","InternetServiceCategory","DSL"
"Cust4622","OnlineBackup","No"
"Cust3536","MultipleLines","No"
"Cust6376","DeviceProtection","No internet service"
"Cust3617","StreamingMovies","Yes"
"Cust1542","DeviceProtection","Yes"
"Cust1261","OnlineBackup","Yes"
"Cust2301","InternetServiceCategory","DSL"
"Cust3725","OnlineSecurity","No internet service"
"Cust2792","DeviceProtection","No"
"Cust1299","StreamingMovies","Yes"
"Cust1371","MultipleLines","No"
"Cust6320","StreamingTelevision","Yes"
"Cust5792","MultipleLines","No phone service"
"Cust2382","MultipleLines","Yes"
"Cust4394","MultipleLines","No"
"Cust5858","OnlineBackup","No internet service"
"Cust4028","DeviceProtection","No internet service"
"Cust4839","MultipleLines","Yes"
"Cust6285","InternetServiceCategory","DSL"
"Cust2283","HasPhoneService","1"
"Cust2975","InternetServiceCategory","No"
"Cust3543","DeviceProtection","No internet service"
"Cust6485","OnlineBackup","No"
"Cust2945","StreamingMovies","No"
"Cust2081","TechnicalSupport","Yes"
"Cust1428","InternetServiceCategory","Fiber optic"
"Cust3151","OnlineBackup","No"
"Cust5569","InternetServiceCategory","No"
"Cust4122","StreamingTelevision","Yes"
"Cust2366","StreamingMovies","No"
"Cust5109","MultipleLines","Yes"
"Cust6239","StreamingTelevision","No internet service"
"Cust5797","HasPhoneService","1"
"Cust2374","DeviceProtection","Yes"
"Cust4244","HasPhoneService","1"
"Cust4191","OnlineBackup","No"
"Cust3144","StreamingMovies","Yes"
"Cust2570","HasPhoneService","1"
"Cust5942","OnlineSecurity","Yes"
"Cust3315","InternetServiceCategory","No"
"Cust2472","MultipleLines","No"
"Cust2710","MultipleLines","No phone service"
"Cust6071","HasPhoneService","1"
"Cust2035","HasPhoneService","1"
"Cust3407","MultipleLines","Yes"
"Cust5306","StreamingTelevision","Yes"
"Cust1794","OnlineBackup","Yes"
"Cust5283","MultipleLines","No"
"Cust4823","InternetServiceCategory","DSL"
"Cust5212","MultipleLines","No"
"Cust4516","StreamingMovies","Yes"
"Cust3241","TechnicalSupport","No"
"Cust4580","DeviceProtection","No"
"Cust2918","StreamingMovies","No internet service"
"Cust4822","HasPhoneService","1"
"Cust5804","OnlineSecurity","No"
"Cust2758","OnlineBackup","Yes"
"Cust3388","InternetServiceCategory","DSL"
"Cust5435","OnlineBackup","Yes"
"Cust5624","StreamingTelevision","No"
"Cust1445","MultipleLines","No"
"Cust4308","TechnicalSupport","Yes"
"Cust1580","OnlineBackup","No internet service"
"Cust5448","HasPhoneService","1"
"Cust2271","InternetServiceCategory","DSL"
"Cust2113","StreamingMovies","Yes"
"Cust2305","HasPhoneService","1"
"Cust5121","StreamingTelevision","Yes"
"Cust4517","OnlineBackup","Yes"
"Cust5837","TechnicalSupport","Yes"
"Cust3045","StreamingMovies","No internet service"
"Cust4583","DeviceProtection","No"
"Cust2881","OnlineBackup","No"
"Cust6190","InternetServiceCategory","Fiber optic"
"Cust4233","InternetServiceCategory","No"
"Cust5504","StreamingMovies","No"
"Cust2656","InternetServiceCategory","Fiber optic"
"Cust6205","DeviceProtection","No"
"Cust2366","HasPhoneService","1"
"Cust3723","MultipleLines","Yes"
"Cust5019","StreamingMovies","Yes"
"Cust1603","TechnicalSupport","No"
"Cust2248","StreamingTelevision","No"
"Cust5542","StreamingTelevision","No internet service"
"Cust3703","OnlineSecurity","No"
"Cust6429","TechnicalSupport","No"
"Cust2764","DeviceProtection","Yes"
"Cust6483","DeviceProtection","No internet service"
"Cust5801","TechnicalSupport","No"
"Cust3186","StreamingTelevision","Yes"
"Cust5045","StreamingTelevision","No"
"Cust4956","OnlineBackup","Yes"
"Cust3683","OnlineSecurity","No"
"Cust1927","OnlineSecurity","No"
"Cust1791","StreamingTelevision","Yes"
"Cust2114","StreamingMovies","No"
"Cust3815","DeviceProtection","No"
"Cust4902","InternetServiceCategory","DSL"
"Cust1417","StreamingTelevision","No"
"Cust5481","TechnicalSupport","No"
"Cust6084","HasPhoneService","1"
"Cust3749","TechnicalSupport","No internet service"
"Cust1292","StreamingMovies","Yes"
"Cust3006","HasPhoneService","1"
"Cust6411","InternetServiceCategory","No"
"Cust2172","OnlineBackup","Yes"
"Cust1204","InternetServiceCategory","DSL"
"Cust4826","MultipleLines","No"
"Cust3363","StreamingTelevision","Yes"
"Cust3187","StreamingTelevision","Yes"
"Cust2452","InternetServiceCategory","No"
"Cust5183","StreamingTelevision","Yes"
"Cust2736","StreamingTelevision","No"
"Cust2003","StreamingTelevision","No internet service"
"Cust1243","HasPhoneService","1"
"Cust3757","MultipleLines","No"
"Cust1247","DeviceProtection","Yes"
"Cust4675","StreamingMovies","No internet service"
"Cust4363","InternetServiceCategory","No"
"Cust2748","InternetServiceCategory","Fiber optic"
"Cust3559","OnlineBackup","No"
"Cust3860","OnlineBackup","No internet service"
"Cust1709","OnlineBackup","No"
"Cust5803","MultipleLines","Yes"
"Cust4979","StreamingMovies","No internet service"
"Cust4239","StreamingTelevision","Yes"
"Cust5342","OnlineBackup","No"
"Cust3299","StreamingTelevision","No internet service"
"Cust2133","OnlineBackup","No"
"Cust2867","TechnicalSupport","No"
"Cust3053","InternetServiceCategory","DSL"
"Cust3297","HasPhoneService","1"
"Cust4648","InternetServiceCategory","Fiber optic"
"Cust5975","StreamingMovies","Yes"
"Cust4097","MultipleLines","Yes"
"Cust2007","StreamingTelevision","No"
"Cust5177","TechnicalSupport","Yes"
"Cust3168","StreamingTelevision","Yes"
"Cust3219","StreamingMovies","No"
"Cust3459","InternetServiceCategory","DSL"
"Cust5353","StreamingMovies","No internet service"
"Cust3883","TechnicalSupport","No"
"Cust4955","HasPhoneService","1"
"Cust4250","OnlineBackup","No"
"Cust2879","DeviceProtection","No"
"Cust3330","TechnicalSupport","Yes"
"Cust4418","InternetServiceCategory","Fiber optic"
"Cust1319","InternetServiceCategory","Fiber optic"
"Cust3456","InternetServiceCategory","No"
"Cust3762","StreamingTelevision","Yes"
"Cust2202","OnlineSecurity","Yes"
"Cust6453","HasPhoneService","1"
"Cust1571","StreamingTelevision","Yes"
"Cust2712","HasPhoneService","1"
"Cust2387","OnlineSecurity","Yes"
"Cust5867","MultipleLines","No"
"Cust5675","MultipleLines","Yes"
"Cust5327","StreamingTelevision","Yes"
"Cust2364","OnlineSecurity","No internet service"
"Cust2181","InternetServiceCategory","No"
"Cust4980","MultipleLines","No phone service"
"Cust1597","HasPhoneService","1"
"Cust1885","OnlineBackup","No internet service"
"Cust6060","StreamingMovies","Yes"
"Cust4692","HasPhoneService","1"
"Cust3347","OnlineSecurity","Yes"
"Cust5883","OnlineSecurity","No internet service"
"Cust6447","MultipleLines","No"
"Cust3350","DeviceProtection","Yes"
"Cust1766","DeviceProtection","No"
"Cust3761","OnlineSecurity","No internet service"
"Cust5454","DeviceProtection","No"
"Cust5901","InternetServiceCategory","Fiber optic"
"Cust5305","TechnicalSupport","No internet service"
"Cust4036","OnlineSecurity","Yes"
"Cust1534","HasPhoneService","1"
"Cust3446","TechnicalSupport","Yes"
"Cust5340","OnlineSecurity","Yes"
"Cust1402","TechnicalSupport","No"
"Cust5250","OnlineBackup","Yes"
"Cust2593","MultipleLines","No"
"Cust4564","StreamingTelevision","Yes"
"Cust5787","HasPhoneService","1"
"Cust5024","TechnicalSupport","Yes"
"Cust4827","StreamingTelevision","Yes"
"Cust4736","TechnicalSupport","Yes"
"Cust2547","StreamingMovies","Yes"
"Cust3328","TechnicalSupport","Yes"
"Cust4779","HasPhoneService","1"
"Cust5356","StreamingTelevision","Yes"
"Cust4696","MultipleLines","No"
"Cust6233","InternetServiceCategory","Fiber optic"
"Cust2648","DeviceProtection","No"
"Cust3190","InternetServiceCategory","No"
"Cust3133","HasPhoneService","1"
"Cust5205","InternetServiceCategory","Fiber optic"
"Cust4448","OnlineSecurity","No"
"Cust3400","TechnicalSupport","No"
"Cust2485","StreamingTelevision","No internet service"
"Cust1906","MultipleLines","No"
"Cust3041","StreamingMovies","Yes"
"Cust6412","OnlineBackup","No"
"Cust6151","StreamingMovies","No internet service"
"Cust2187","TechnicalSupport","No internet service"
"Cust3453","DeviceProtection","Yes"
"Cust5036","StreamingTelevision","Yes"
"Cust4746","InternetServiceCategory","DSL"
"Cust4591","DeviceProtection","No internet service"
"Cust2701","OnlineSecurity","Yes"
"Cust3079","StreamingTelevision","No internet service"
"Cust6146","TechnicalSupport","Yes"
"Cust6173","StreamingTelevision","No"
"Cust6079","InternetServiceCategory","Fiber optic"
"Cust4448","HasPhoneService","1"
"Cust2383","HasPhoneService","1"
"Cust1249","HasPhoneService","1"
"Cust4886","MultipleLines","No"
"Cust1528","OnlineSecurity","No"
"Cust6204","MultipleLines","No"
"Cust4077","OnlineBackup","No"
"Cust3276","InternetServiceCategory","DSL"
"Cust2943","StreamingMovies","Yes"
"Cust2069","DeviceProtection","No internet service"
"Cust3083","StreamingTelevision","No"
"Cust1774","MultipleLines","Yes"
"Cust5554","HasPhoneService","1"
"Cust5673","StreamingTelevision","No"
"Cust6169","MultipleLines","Yes"
"Cust5268","StreamingMovies","Yes"
"Cust2798","DeviceProtection","No"
"Cust1916","StreamingTelevision","No"
"Cust6492","StreamingMovies","No internet service"
"Cust3601","StreamingMovies","Yes"
"Cust1836","StreamingTelevision","Yes"
"Cust2261","InternetServiceCategory","No"
"Cust3271","MultipleLines","Yes"
"Cust2826","TechnicalSupport","No"
"Cust3245","MultipleLines","Yes"
"Cust3018","InternetServiceCategory","DSL"
"Cust1701","HasPhoneService","1"
"Cust1793","OnlineSecurity","No internet service"
"Cust2132","DeviceProtection","Yes"
"Cust3163","StreamingTelevision","No internet service"
"Cust1992","StreamingMovies","Yes"
"Cust1875","InternetServiceCategory","Fiber optic"
"Cust2814","StreamingTelevision","Yes"
"Cust3727","StreamingTelevision","No"
"Cust1528","TechnicalSupport","No"
"Cust3300","OnlineBackup","No internet service"
"Cust2459","InternetServiceCategory","Fiber optic"
"Cust5904","DeviceProtection","No"
"Cust1551","StreamingTelevision","No"
"Cust4026","OnlineBackup","Yes"
"Cust3951","StreamingTelevision","No"
"Cust3600","StreamingMovies","Yes"
"Cust3391","StreamingMovies","No internet service"
"Cust1217","InternetServiceCategory","DSL"
"Cust4358","StreamingMovies","Yes"
"Cust3005","StreamingMovies","No internet service"
"Cust4397","StreamingMovies","Yes"
"Cust2045","OnlineBackup","Yes"
"Cust3411","InternetServiceCategory","Fiber optic"
"Cust2971","StreamingTelevision","No"
"Cust1965","OnlineBackup","No"
"Cust1301","MultipleLines","No"
"Cust3908","HasPhoneService","1"
"Cust5143","MultipleLines","Yes"
"Cust5119","InternetServiceCategory","No"
"Cust4265","InternetServiceCategory","Fiber optic"
"Cust1330","MultipleLines","Yes"
"Cust5044","InternetServiceCategory","No"
"Cust3455","InternetServiceCategory","No"
"Cust2958","MultipleLines","No"
"Cust3488","DeviceProtection","Yes"
"Cust4535","InternetServiceCategory","No"
"Cust4659","StreamingTelevision","No"
"Cust6304","StreamingMovies","No"
"Cust3375","HasPhoneService","1"
"Cust3537","StreamingTelevision","No"
"Cust5946","TechnicalSupport","No"
"Cust3957","OnlineSecurity","No"
"Cust2192","OnlineBackup","Yes"
"Cust1675","TechnicalSupport","No"
"Cust3239","OnlineSecurity","No internet service"
"Cust3012","MultipleLines","Yes"
"Cust2829","HasPhoneService","1"
"Cust5258","OnlineSecurity","No"
"Cust1302","DeviceProtection","No"
"Cust3667","OnlineBackup","No internet service"
"Cust5004","HasPhoneService","1"
"Cust4323","StreamingMovies","Yes"
"Cust1743","MultipleLines","Yes"
"Cust3411","StreamingMovies","No"
"Cust2416","MultipleLines","No"
"Cust4288","HasPhoneService","1"
"Cust2371","MultipleLines","No"
"Cust5340","DeviceProtection","Yes"
"Cust3894","InternetServiceCategory","Fiber optic"
"Cust6438","OnlineBackup","Yes"
"Cust3224","TechnicalSupport","Yes"
"Cust1466","OnlineSecurity","No"
"Cust3259","OnlineBackup","No"
"Cust3714","MultipleLines","No"
"Cust1604","OnlineSecurity","No"
"Cust1741","MultipleLines","No"
"Cust6160","InternetServiceCategory","Fiber optic"
"Cust2775","OnlineBackup","No"
"Cust2744","TechnicalSupport","No internet service"
"Cust4575","MultipleLines","No phone service"
"Cust4933","StreamingMovies","Yes"
"Cust6307","StreamingTelevision","No internet service"
"Cust6136","OnlineSecurity","Yes"
"Cust5779","OnlineBackup","Yes"
"Cust4532","StreamingTelevision","No"
"Cust1328","HasPhoneService","1"
"Cust1673","HasPhoneService","1"
"Cust3753","DeviceProtection","Yes"
"Cust1656","StreamingMovies","No internet service"
"Cust2138","MultipleLines","No"
"Cust6392","MultipleLines","Yes"
"Cust6235","StreamingMovies","Yes"
"Cust4634","OnlineSecurity","No internet service"
"Cust5085","StreamingMovies","No"
"Cust4478","InternetServiceCategory","No"
"Cust4169","StreamingTelevision","No"
"Cust4197","DeviceProtection","No"
"Cust3051","MultipleLines","Yes"
"Cust2390","TechnicalSupport","Yes"
"Cust3069","StreamingMovies","Yes"
"Cust3830","TechnicalSupport","No"
"Cust5577","TechnicalSupport","Yes"
"Cust2882","InternetServiceCategory","Fiber optic"
"Cust5704","OnlineBackup","No"
"Cust1518","DeviceProtection","No"
"Cust2193","OnlineBackup","No"
"Cust2032","StreamingMovies","No internet service"
"Cust6381","MultipleLines","Yes"
"Cust5253","OnlineBackup","Yes"
"Cust4853","InternetServiceCategory","No"
"Cust2241","OnlineBackup","No"
"Cust4055","DeviceProtection","No internet service"
"Cust5185","MultipleLines","No"
"Cust5051","StreamingTelevision","No"
"Cust4248","InternetServiceCategory","No"
"Cust2964","OnlineBackup","No"
"Cust3992","OnlineBackup","No"
"Cust4367","OnlineBackup","No"
"Cust3912","InternetServiceCategory","Fiber optic"
"Cust1772","OnlineBackup","Yes"
"Cust5066","MultipleLines","Yes"
"Cust1978","TechnicalSupport","No"
"Cust4341","DeviceProtection","No internet service"
"Cust4621","StreamingMovies","No internet service"
"Cust4588","MultipleLines","Yes"
"Cust6283","InternetServiceCategory","Fiber optic"
"Cust5341","TechnicalSupport","Yes"
"Cust6043","StreamingTelevision","No"
"Cust5138","StreamingMovies","Yes"
"Cust2091","DeviceProtection","Yes"
"Cust4815","StreamingTelevision","No"
"Cust2367","TechnicalSupport","Yes"
"Cust6175","MultipleLines","No"
"Cust2736","TechnicalSupport","No"
"Cust2453","InternetServiceCategory","DSL"
